borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,building_age
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2A,1942,10,C2,255 WEST 136TH STREET,10030,6,0,6,1599.0,2400.0,1910,2,C2,1300000.0,2017-02-21,107
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2,1942,15,C5,239 WEST 136TH STREET,10030,11,0,11,1699.0,2550.0,1910,2,C5,200000.0,2017-05-08,107
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2,1942,15,C5,239 W 136,10030,11,0,11,1699.0,2550.0,1910,2,C5,62500.0,2017-02-14,107
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2B,1942,55,C5,250 WEST 137 STREET,10030,7,0,7,1799.0,3213.0,1910,2,C5,2060000.0,2017-03-23,107
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2A,1942,158,C3,290 WEST 137TH,10030,4,0,4,1549.0,3796.0,1983,2,C3,3205500.0,2017-03-17,34
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2A,1943,14,C3,387 MANHATTAN AVENUE,10026,4,0,4,900.0,2880.0,1901,2,C3,2100000.0,2016-11-28,115
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2B,1949,59,C5,358 WEST 123 STREET,10027,9,0,9,1615.0,2973.0,1900,2,C5,1193000.0,2016-11-08,116
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2B,1953,25,C5,311 WEST 126 STREET,10027,10,0,10,1700.0,2736.0,1910,2,C5,1655000.0,2017-01-18,107
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2A,2025,20,C2,221 WEST 139 STREET,10030,6,0,6,1815.0,4034.0,1920,2,C2,1625000.0,2016-11-22,96
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2A,2041,30,C3,76 EDGECOMBE AVENUE,10030,4,0,4,1608.0,4611.0,1920,2,C3,2495000.0,2016-11-29,96
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2A,2050,49,C5,412 WEST 145 STREET,10031,4,1,5,1599.0,3950.0,1910,2,C5,2081235.0,2017-01-04,107
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2B,2051,55,C5,350 WEST 145 STREET,10039,6,2,8,1680.0,2118.0,1910,2,C5,1800000.0,2016-11-15,106
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2B,2051,75,C5,197 EDGECOMBE AVENUE,10030,10,0,10,1667.0,2802.0,1901,2,C5,1244026.0,2016-11-23,115
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2B,2051,79,C5,189 EDGECOMBE AVENUE,10030,8,0,8,1667.0,2502.0,1901,2,C5,1600000.0,2017-03-08,116
1,HARLEM-CENTRAL,22 STORE BUILDINGS                         ,4,1753,15,K4,2020 MADISON AVENUE,10035,2,2,4,1394.0,3320.0,1900,4,K4,2080000.0,2017-07-20,117
1,HARLEM-CENTRAL,29 COMMERCIAL GARAGES                      ,4,2013,44,G5,122-124 WEST 145 STREET,10039,0,1,1,13875.0,322.0,1972,4,G5,6750000.0,2016-12-22,44
1,HARLEM-CENTRAL,29 COMMERCIAL GARAGES                      ,4,2013,50,G4,150 WEST 145 STREET,10039,0,1,1,18884.0,2344.0,1961,4,G4,10100000.0,2017-02-10,56
1,HARLEM-CENTRAL,37 RELIGIOUS FACILITIES                    ,4,1724,49,M1,26 WEST 127 STREET,10027,0,1,1,2498.0,2115.0,1920,4,M1,1000000.0,2017-07-03,97
1,HARLEM-CENTRAL,37 RELIGIOUS FACILITIES                    ,4,1753,65,M4,14 E 129TH STREET,10035,0,1,1,1856.0,2620.0,1890,4,M4,1855000.0,2017-05-02,127
1,HARLEM-CENTRAL,37 RELIGIOUS FACILITIES                    ,4,1915,35,M1,413 LENOX AVENUE,10037,0,1,1,2288.0,3763.0,1910,4,M1,2430000.0,2017-02-17,107
1,HARLEM-CENTRAL,37 RELIGIOUS FACILITIES                    ,4,1929,23,M9,217 WEST 123 STREET,10027,0,1,1,2523.0,4529.0,1910,4,M9,816666.0,2017-06-14,107
1,HARLEM-EAST,01 ONE FAMILY DWELLINGS                    ,1,1629,101,A5,103 EAST 101 STREET,10029,1,0,1,1162.0,2464.0,1890,1,A5,2250000.0,2016-11-22,126
1,HARLEM-EAST,02 TWO FAMILY DWELLINGS                    ,1,1643,22,S2,153 EAST 115 STREET,10029,2,1,3,1345.0,2858.0,1900,1,S2,1319700.0,2017-07-12,117
1,HARLEM-EAST,02 TWO FAMILY DWELLINGS                    ,1,1807,133,B1,436 EAST 120 STREET,10035,2,0,2,1682.0,3000.0,1899,1,B1,424797.0,2017-02-27,118
1,HARLEM-EAST,03 THREE FAMILY DWELLINGS                  ,1,1659,31,C0,242 EAST 110 STREET,10029,3,0,3,2212.0,2898.0,1996,1,C0,2500000.0,2017-04-11,21
1,HARLEM-EAST,03 THREE FAMILY DWELLINGS                  ,1,1710,11,C0,419 EAST 116 STREET,10029,3,0,3,2018.0,3680.0,1901,1,C0,1533000.0,2017-07-31,116
1,HARLEM-EAST,03 THREE FAMILY DWELLINGS                  ,1,1796,48,C0,310 EAST 120TH STREET,10035,3,0,3,1968.0,3420.0,1899,1,C0,2100000.0,2016-09-15,117
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1635,27,C2,163 EAST 107 STREET,10029,5,0,5,1716.0,4140.0,1910,2,C2,2550000.0,2017-07-07,107
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1635,45,C2,168 EAST 108 STREET,10029,5,0,5,1716.0,4075.0,1910,2,C2,1300000.0,2016-12-08,106
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1636,23,C7,1737 LEXINGTON AVENUE,10029,9,1,10,1083.0,3532.0,1900,2,C7,2300000.0,2016-10-11,116
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1638,140,C3,184 EAST 111 STREET,10029,4,0,4,1766.0,2412.0,1890,2,C3,1469500.0,2017-02-08,127
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1638,141,C3,180 EAST 111 STREET,10029,4,0,4,1766.0,2412.0,1890,2,C3,1900000.0,2016-11-07,126
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1665,5,C3,205 EAST 115TH STREET,10029,4,0,4,1817.0,3483.0,1890,2,C3,2300000.0,2016-09-21,126
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1665,9,C3,217 EAST 115 STREET,10029,4,0,4,1817.0,2697.0,1910,2,C3,1275000.0,2017-07-27,107
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1796,7,C4,311 EAST 119 STREET,10035,4,0,4,1892.0,4500.0,1900,2,C4,1825000.0,2017-01-27,117
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1807,40,C3,418 EAST 120 STREET,10035,4,0,4,1892.0,2189.0,1900,2,C3,1487500.0,2017-03-28,117
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2B,1815,10,C4,515 EAST 118TH STREET,10035,8,0,8,1682.0,2394.0,1900,2,C4,1825000.0,2017-02-16,117
1,HARLEM-EAST,14 RENTALS - 4-10 UNIT                     ,2A,1644,26,S9,161 EAST 116 STREET,10029,3,2,5,1892.0,3649.0,1910,2,S9,6726800.0,2016-12-28,106
1,HARLEM-EAST,14 RENTALS - 4-10 UNIT                     ,2A,1709,42,S9,414 EAST 116TH STREET,10029,2,2,4,1880.0,3456.0,1900,2,S9,1525000.0,2017-05-10,117
1,HARLEM-EAST,21 OFFICE BUILDINGS                        ,4,1666,43,O8,210 E. 117TH ST,10035,3,1,4,2018.0,3992.0,1910,4,O8,1350000.0,2017-03-08,107
1,HARLEM-EAST,22 STORE BUILDINGS                         ,4,1687,23,K2,2239 1ST AVENUE,10029,0,2,2,1460.0,2460.0,1910,4,K2,1800000.0,2017-06-27,107
1,HARLEM-EAST,22 STORE BUILDINGS                         ,4,1795,31,K4,2323 1 AVENUE,10035,0,2,2,2288.0,4500.0,1900,4,K4,2550000.0,2016-09-29,116
1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS                    ,1,2060,24,A9,413 WEST 145 STREET,10031,1,0,1,1898.0,3876.0,1901,1,A9,950000.0,2016-12-09,115
1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS                    ,1,2073,40,A4,103 HAMILTON PLACE,10031,1,0,1,1080.0,2394.0,1910,1,A4,2800000.0,2017-07-20,107
1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS                    ,1,2093,134,A9,602 W 147TH STREET,10031,1,0,1,1499.0,2307.0,1926,1,A9,1950000.0,2017-05-19,91
1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2058,20,B3,456 WEST 142ND STREET,10031,2,0,2,1799.0,4369.0,1901,1,B3,3175000.0,2017-08-28,116
1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2058,156,B1,472 WEST 143RD STREET,10031,2,0,2,1632.0,4464.0,1899,1,B1,3000000.0,2017-05-25,118
1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2059,47,B3,346 CONVENT AVENUE,10031,2,0,2,2447.0,3708.0,1901,1,B3,3125000.0,2017-04-21,116
1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2062,31,B1,401 WEST 147 STREET,10031,2,0,2,1199.0,3360.0,1901,1,B1,15000.0,2017-01-09,116
1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2067,56,B1,458 WEST 153 STREET,10031,2,0,2,1582.0,3108.0,1899,1,B1,2036500.0,2017-01-19,118
1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2067,154,B1,452 WEST 153 STREET,10031,2,0,2,1582.0,2688.0,1899,1,B1,2600000.0,2016-09-30,117
1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2076,25,B9,515 WEST 144TH STREET,10031,2,0,2,1674.0,3480.0,1910,1,B9,2450000.0,2017-06-05,107
1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2084,9,B3,547 WEST 152 STREET,10031,2,0,2,1499.0,2340.0,1899,1,B3,1150000.0,2016-09-23,117
1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2087,23,B1,611 WEST 138 STREET,10031,2,0,2,1649.0,2796.0,1901,1,B1,1700000.0,2017-06-22,116
1,HARLEM-UPPER,02 TWO FAMILY DWELLINGS                    ,1,2094,26,B3,607 WEST 147 STREET,10031,2,0,2,1249.0,2640.0,1901,1,B3,2420000.0,2017-08-18,116
1,HARLEM-UPPER,03 THREE FAMILY DWELLINGS                  ,1,2080,143,C0,526 WEST 149 STREET,10031,3,0,3,1499.0,2868.0,1910,1,C0,2475000.0,2017-06-05,107
1,HARLEM-UPPER,03 THREE FAMILY DWELLINGS                  ,1,2081,13,C0,547 WEST 149 STREET,10031,3,0,3,1665.0,3334.0,1910,1,C0,2400000.0,2016-12-16,106
1,HARLEM-UPPER,03 THREE FAMILY DWELLINGS                  ,1,2089,121,C0,617 WEST 142 STREET,10031,3,0,3,1499.0,2180.0,1910,1,C0,1700000.0,2017-05-01,107
1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2058,104,C3,469 WEST 141 STREET,10031,4,0,4,1799.0,4590.0,1920,2,C3,2350000.0,2016-12-20,96
1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2059,17,C5,334 CONVENT AVENUE,10031,6,0,6,2367.0,4479.0,1920,2,C5,1400000.0,2017-02-07,97
1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2B,2061,17,C1,385 CONVENT AVENUE,10031,7,0,7,750.0,1800.0,1920,2,C1,2650000.0,2017-06-12,97
1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2061,21,C3,431 WEST 146TH STREET,10031,4,0,4,1424.0,2265.0,1920,2,C3,1995000.0,2017-05-16,97
1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2061,26,C2,413 WEST 146 STREET,10031,6,0,6,1649.0,2670.0,1920,2,C2,2395000.0,2017-01-19,97
1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2063,17,C2,427 CONVENT AVENUE,10031,5,0,5,1360.0,2688.0,1926,2,C2,2420000.0,2017-02-22,91
1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2063,41,C3,414 WEST 149TH STREET,10031,4,0,4,1898.0,4112.0,1899,2,C3,2100000.0,2016-09-22,117
1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2064,43,C3,420 WEST 150TH STREET,10031,4,0,4,1352.0,2520.0,1926,2,C3,1600000.0,2017-01-27,91
1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2073,19,C3,519 WEST 141 STREET,10031,4,0,4,1599.0,3604.0,1920,2,C3,1320000.0,2017-06-15,97
1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2074,117,C3,519 WEST 142 STREET,10031,4,0,4,1599.0,2637.0,1926,2,C3,2250000.0,2017-04-06,91
1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2B,2089,18,C5,629 WEST 142 STREET,10031,8,0,8,1500.0,2202.0,1926,2,C5,1200000.0,2017-03-17,91
1,HARLEM-UPPER,22 STORE BUILDINGS                         ,4,2068,43,K2,1893 AMSTERDAM AVENUE,10032,0,1,1,2500.0,4200.0,1926,4,K2,1500000.0,2017-06-29,91
1,HARLEM-UPPER,37 RELIGIOUS FACILITIES                    ,1,2074,119,B1,513 WEST 142ND STREET,10031,2,1,2,1599.0,3516.0,1926,4,M1,2890000.0,2017-01-13,91
1,HARLEM-WEST,01 ONE FAMILY DWELLINGS                    ,1,2071,141,A9,516 WEST 140TH STREET,10031,1,0,1,1499.0,2845.0,1899,1,A9,2260000.0,2016-10-19,117
1,HARLEM-WEST,02 TWO FAMILY DWELLINGS                    ,1,2071,52,B9,52 HAMILTON PLACE,10031,2,0,2,1088.0,3260.0,1899,1,B9,1512500.0,2016-12-21,117
1,HARLEM-WEST,07 RENTALS - WALKUP APARTMENTS             ,2B,1967,73,C5,6 CONVENT AVENUE,10027,10,0,10,846.0,1850.0,1926,2,C5,1445000.0,2017-05-08,91
1,HARLEM-WEST,07 RENTALS - WALKUP APARTMENTS             ,2A,1967,173,C2,8 CONVENT AVENUE,10027,6,0,6,799.0,1850.0,1926,2,C2,1500000.0,2016-11-15,90
1,INWOOD,01 ONE FAMILY DWELLINGS                    ,1,2215,510,A5,49 MARBLE HILL AVENUE,10463,1,0,1,1219.0,1224.0,1920,1,A5,635000.0,2017-08-18,97
1,INWOOD,01 ONE FAMILY DWELLINGS                    ,1,2215,510,A5,49 MARBLE HILL AVE,10463,1,0,1,1219.0,1224.0,1920,1,A5,307242.0,2016-11-02,96
1,INWOOD,22 STORE BUILDINGS                         ,4,2215,68,K1,164 WEST 225 STREET,10463,0,2,2,7500.0,3200.0,1926,4,K1,1062000.0,2016-12-15,90
1,KIPS BAY,02 TWO FAMILY DWELLINGS                    ,1,924,11,B9,313 EAST 18TH   STREET,10003,2,0,2,1840.0,2880.0,1910,1,B9,4600000.0,2016-09-02,106
1,KIPS BAY,02 TWO FAMILY DWELLINGS                    ,1,924,45,B9,340 EAST 19TH STREET,10003,2,0,2,1794.0,3800.0,1910,1,B9,3900000.0,2016-09-22,106
1,KIPS BAY,02 TWO FAMILY DWELLINGS                    ,1,935,57,S2,304 EAST 30TH STREET,10016,2,1,3,2107.0,2898.0,1899,1,S2,5750000.0,2017-05-11,118
1,KIPS BAY,32 HOSPITAL AND HEALTH FACILITIES          ,4,923,26,I9,343 EAST 17TH   STREET,10003,0,1,1,4078.0,1900.0,2000,4,I9,13000000.0,2017-03-01,17
1,KIPS BAY,32 HOSPITAL AND HEALTH FACILITIES          ,4,923,35,I4,305 1 AVENUE,10003,6,1,7,1840.0,4132.0,1910,4,I4,27500000.0,2017-03-01,107
1,LITTLE ITALY,01 ONE FAMILY DWELLINGS                    ,1,471,2,A4,2 CENTRE MARKET PLACE,10013,1,0,1,1016.0,3700.0,1800,1,A4,7090000.0,2017-03-09,217
1,LOWER EAST SIDE,22 STORE BUILDINGS                         ,4,298,10,K4,32 ORCHARD STREET,10002,2,2,4,1625.0,4544.0,1900,4,K4,6988000.0,2017-04-03,117
1,LOWER EAST SIDE,22 STORE BUILDINGS                         ,4,345,1,K1,148-150 ATTORNEY STREET,10002,0,1,1,1765.0,1750.0,1965,4,K1,3800000.0,2017-01-19,52
1,LOWER EAST SIDE,23 LOFT BUILDINGS                          ,4,310,17,L8,349 GRAND STREET,10002,0,1,1,1050.0,3823.0,1910,4,L8,3600000.0,2016-10-14,106
1,MANHATTAN VALLEY,03 THREE FAMILY DWELLINGS                  ,1,1847,11,C0,317 WEST 112 STREET,10026,3,0,3,1682.0,3333.0,1900,1,C0,3075000.0,2017-03-20,117
1,MANHATTAN VALLEY,07 RENTALS - WALKUP APARTMENTS             ,2,1847,7,C5,325 W 112TH STREET,10026,12,0,12,1682.0,3332.0,1900,2,C5,2200000.0,2017-08-21,117
1,MIDTOWN EAST,01 ONE FAMILY DWELLINGS                    ,1,1322,8,A4,213 EAST 48TH   STREET,10017,1,0,1,1665.0,3060.0,1899,1,A4,5000000.0,2017-02-15,118
1,MIDTOWN EAST,01 ONE FAMILY DWELLINGS                    ,1,1326,18,A4,243 EAST 52ND   STREET,10022,1,0,1,1506.0,3240.0,1899,1,A4,5200000.0,2016-12-09,117
1,MIDTOWN EAST,03 THREE FAMILY DWELLINGS                  ,1,1344,45,C0,312 EAST 52ND STREET,10022,3,0,3,1908.0,4500.0,1910,1,C0,5700000.0,2016-12-22,106
1,MIDTOWN EAST,03 THREE FAMILY DWELLINGS                  ,1,1370,105,C0,409 EAST 58TH   STREET,10022,3,0,3,1674.0,3200.0,1899,1,C0,4500000.0,2016-12-15,117
1,MIDTOWN EAST,07 RENTALS - WALKUP APARTMENTS             ,2A,1344,47,C3,308 EAST 52ND STREET,10022,4,0,4,1907.0,3952.0,1950,2,C3,4625000.0,2016-11-01,66
1,MIDTOWN EAST,22 STORE BUILDINGS                         ,4,1324,21,K9,249 EAST 50 STREET,10022,0,1,1,5524.0,3802.0,1910,4,K9,1120000.0,2016-12-22,106
1,MIDTOWN EAST,22 STORE BUILDINGS                         ,4,1324,21,K9,249 EAST 50TH STREET,10022,0,1,1,5524.0,3802.0,1910,4,K9,1500000.0,2016-12-22,106
1,MIDTOWN EAST,22 STORE BUILDINGS                         ,4,1326,30,K4,244 EAST 53RD   STREET,10022,1,2,3,1895.0,3350.0,1900,4,K4,5500000.0,2017-04-10,117
1,MIDTOWN WEST,21 OFFICE BUILDINGS                        ,4,1037,109,O5,353 WEST 46TH   STREET,10036,1,2,3,1968.0,4043.0,1920,4,O5,8171775.0,2017-08-17,97
1,MURRAY HILL,01 ONE FAMILY DWELLINGS                    ,1,893,71,A4,132 EAST 38TH   STREET,10016,1,0,1,495.0,1920.0,1910,1,A4,3850000.0,2017-07-10,107
1,MURRAY HILL,01 ONE FAMILY DWELLINGS                    ,1,893,74,A4,130 EAST 38TH STREET,10016,1,0,1,491.0,1824.0,1910,1,A4,2650000.0,2017-05-09,107
1,MURRAY HILL,07 RENTALS - WALKUP APARTMENTS             ,2B,892,15,C5,127 EAST 36TH   STREET,10016,7,0,7,1492.0,4304.0,1910,2,C5,4225000.0,2017-02-13,107
1,MURRAY HILL,07 RENTALS - WALKUP APARTMENTS             ,2B,895,11,C5,111 EAST 39TH   STREET,10016,8,1,9,1646.0,4018.0,1910,2,C5,5600000.0,2016-09-27,106
1,MURRAY HILL,14 RENTALS - 4-10 UNIT                     ,2A,888,46,S3,160 EAST 33RD   STREET,10016,3,1,4,625.0,2500.0,1910,2,S3,2350000.0,2016-11-17,106
1,MURRAY HILL,21 OFFICE BUILDINGS                        ,4,893,11,O2,113 EAST 37TH STREET,10016,6,1,1,1975.0,4460.0,1910,4,O2,5700000.0,2017-03-15,107
1,SOHO,02 TWO FAMILY DWELLINGS                    ,1,489,22,B3,188 SPRING STREET,10012,2,0,2,1755.0,2239.0,1899,1,B3,8000000.0,2017-06-08,118
1,SOHO,02 TWO FAMILY DWELLINGS                    ,1,520,27,B1,197 WEST HOUSTON STREET,10014,2,0,2,1235.0,3300.0,1899,1,B1,2056500.0,2017-06-16,118
1,SOHO,22 STORE BUILDINGS                         ,4,231,1,K2,301 CANAL STREET,10013,0,1,1,907.0,1748.0,1910,4,K2,5400000.0,2017-01-19,107
1,SOHO,22 STORE BUILDINGS                         ,4,482,28,K4,216 LAFAYETTE STREET,10012,0,2,2,2500.0,4000.0,1900,4,K4,8400000.0,2017-06-05,117
1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1398,64,A4,124 EAST 64TH STREET,10065,1,0,1,2000.0,4500.0,1915,1,A4,14000000.0,2017-01-24,102
1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1400,42,A4,160 EAST 66TH STREET,10065,1,0,1,1858.0,3969.0,1899,1,A4,10500000.0,2017-07-06,118
1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1409,23,A4,151 EAST 74TH   STREET,10021,1,0,1,1890.0,4608.0,1910,1,A4,9900000.0,2016-09-22,106
1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1422,129,A4,252 EAST 68TH   STREET,10065,1,0,1,1674.0,3585.0,1899,1,A4,6000000.0,2017-06-22,118
1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1426,18,A4,249 EAST 71ST   STREET,10021,1,0,1,1890.0,2700.0,1899,1,A4,6350000.0,2017-08-07,118
1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1433,20,A4,259 EAST 78TH ST,10075,1,0,1,1413.0,2600.0,1899,1,A4,4000000.0,2017-07-24,118
1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1398,66,B3,118 EAST 64TH STREET,10065,2,0,2,1255.0,3012.0,1899,1,B3,6000000.0,2017-06-07,118
1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1404,43,B1,174 EAST 70TH   STREET,10021,2,0,2,1818.0,3910.0,1901,1,B1,11200000.0,2017-05-08,116
1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1404,43,B1,174 EAST 70TH STREET,10021,2,0,2,1818.0,3910.0,1901,1,B1,10500000.0,2016-10-13,115
1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1415,32,B3,238 EAST 61ST STREET,10065,2,0,2,2008.0,3814.0,1910,1,B3,7245000.0,2016-09-27,106
1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1415,39,B3,220 EAST 61ST STREET,10065,2,0,2,2008.0,4000.0,1910,1,B3,7050000.0,2017-02-24,107
1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1422,136,B9,232 EAST 68TH   STREET,10065,2,0,2,1817.0,3456.0,1899,1,B9,8000000.0,2017-04-03,118
1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1437,19,B9,349 EAST 62ND STREET,10065,2,0,2,1707.0,2584.0,1910,1,B9,3850000.0,2016-12-21,106
1,UPPER EAST SIDE (59-79),03 THREE FAMILY DWELLINGS                  ,1,1416,132,C0,236 EAST 62ND   STREET,10065,3,0,3,2008.0,3600.0,1905,1,C0,6982500.0,2017-01-20,112
1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2A,1397,130,C3,167 EAST 62ND   STREET,10065,4,0,4,1600.0,3810.0,1899,2,C3,7220500.0,2017-06-13,118
1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2A,1428,32,C4,240 EAST 74TH STREET,10021,5,0,5,1703.0,4600.0,1920,2,C4,5850000.0,2017-01-27,97
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1504,164,A4,8 EAST 93RD STREET,10128,1,0,1,1963.0,4501.0,1899,1,A4,8900000.0,2017-08-01,118
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1505,16,S1,29 EAST 93RD STREET,10128,1,1,2,1167.0,3536.0,1901,1,S1,5925000.0,2017-07-26,116
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1505,19,S1,1318 MADISON AVENUE,10128,1,1,2,1404.0,3460.0,1910,1,S1,6210000.0,2017-02-09,107
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1511,27,A4,159 EAST 82ND STREET,10028,1,0,1,1572.0,3420.0,1899,1,A4,7000000.0,2017-06-02,118
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1511,127,A4,161 EAST 82ND STREET,10028,1,0,1,1572.0,3420.0,1899,1,A4,7000000.0,2017-06-22,118
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1523,27,A9,165 EAST 94TH   STREET,10128,1,0,1,1888.0,3564.0,1899,1,A9,5750000.0,2017-04-19,118
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1524,11,A9,129 EAST 95TH   STREET,10128,1,0,1,1711.0,3536.0,1910,1,A9,7450000.0,2017-08-07,107
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1583,121,A4,142 EAST END AVENUE,10028,1,0,1,998.0,3507.0,1890,1,A4,6500000.0,2016-09-29,126
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1583,127,A4,558 EAST 87TH   STREET,10128,1,0,1,692.0,1824.0,1899,1,A4,4495000.0,2017-01-11,118
1,UPPER EAST SIDE (79-96),02 TWO FAMILY DWELLINGS                    ,1,1523,10,B3,127 EAST 94TH STREET,10128,2,0,2,1678.0,3072.0,1899,1,B3,6787500.0,2016-10-05,117
1,UPPER EAST SIDE (79-96),03 THREE FAMILY DWELLINGS                  ,1,1503,145,C0,58 EAST 92ND   STREET,10128,3,0,3,1812.0,3888.0,1899,1,C0,6895000.0,2016-12-23,117
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2A,1506,61,C3,20 EAST 95TH STREET,10128,4,0,4,1611.0,4040.0,1920,2,C3,6500000.0,2017-04-13,97
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2A,1521,163,C2,122 EAST 93RD   STREET,10128,5,0,5,1695.0,2136.0,1910,2,C2,4450000.0,2017-08-15,107
1,UPPER EAST SIDE (79-96),22 STORE BUILDINGS                         ,4,1500,57,K4,1234 MADISON AVENUE,10128,2,2,4,1406.0,4146.0,1915,4,K4,1800000.0,2016-10-31,101
1,UPPER EAST SIDE (79-96),30 WAREHOUSES                              ,4,1516,24,E1,159 EAST 87TH   STREET,10128,0,1,1,2573.0,4284.0,1910,4,E1,9975000.0,2016-11-15,106
